"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025",
"American Samoa","ASM","Exports of goods and services (constant 2015 US$)","NE.EXP.GNFS.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","771192592.592592","756133333.333333","632488888.888889","664985185.185185","620600000","628525925.925926","626148148.148148","492200000","413733333.333333","365385185.185185","382822222.222222","381237037.037037","398674074.074074","428000000","423244444.444444","330511111.111111","374896296.296296","355081481.481482","391540740.740741","284540740.740741","293259259.259259","","","",
"Antigua and Barbuda","ATG","Exports of goods and services (constant 2015 US$)","NE.EXP.GNFS.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1016366666.66667","","","","","","","","","","",
"Australia","AUS","Exports of goods and services (constant 2015 US$)","NE.EXP.GNFS.KD","14471130715.6537","15193101591.3114","17250991122.2699","16866964060.7498","19648311023.7331","19596777069.6711","19881204854.5904","22061487526.4462","23120906697.4525","24628770372.5564","28672699210.0598","31446613391.2073","33800823158.0225","34481665974.1883","32397513947.4098","35566852122.2256","36956286806.7447","39596906433.6354","40488344735.151","43361858192.8991","46425650865.6456","44172031413.0092","45215098463.9766","45450469888.7792","48918605893.3971","56470807757.4321","58607980294.6398","64482851057.7131","69932071180.9854","70657510688.1665","73957170304.5046","82282381479.4703","90062026467.683","96736169037.507","105915159086.02","110589387823.205","121603779466.389","134839086322.132","141013745952.586","143714818871.741","157930757411.03","171579326936.848","170736944995.449","171597661132.043","173878534118.077","179894132217.243","185269520040.946","192970377541.698","200726733146.825","205586781429.907","215269714086.892","217102142568.829","227096261025.343","239145295900.08","253672915757.687","271152836560.501","288540590868.551","304408589050.56","316968999315.606","329396115026.394","323769499176.639","296226087286.843","295235049708.727","315060756458.943","326974514704.267","",
"Austria","AUT","Exports of goods and services (constant 2015 US$)","NE.EXP.GNFS.KD","","","","","","","","","","","22279010417.4139","23706667807.2891","26111733052.3197","27532399230.3949","30481399740.0511","29750093015.6137","33040277100.5972","33831365396.7018","36784359637.4627","40949899744.8598","42457498319.0139","44530886378.1665","44493072509.9419","45197819831.3497","48958411972.4813","53342343700.3034","51180783660.7728","52937220053.5167","57308213620.2162","63350832444.0364","68781405428.9622","70801719420.5735","71735867311.345","70033459771.5841","74017024320.8941","79350243017.4511","83030892883.1204","92187392204.9524","99425475511.061","105822469225.871","120134515313.352","127067478654.246","132513861794.903","133218167187.049","144756293135.297","154404452400.434","166102399610.972","178679359399.369","182557895367.726","156327773285.37","176855289279.486","187352289902.525","190045838931.235","191248245522.072","196708951535.537","202662480693.772","208727918344.057","218954655763.195","230232865108.179","239523378114.608","214400036769.165","234785495966.124","256962745896.753","255345985339.071","249493419012.583","",
"Azerbaijan","AZE","Exports of goods and services (constant 2015 US$)","NE.EXP.GNFS.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20060045053.3105","","","","","","","","","","",
"Burundi","BDI","Exports of goods and services (constant 2015 US$)","NE.EXP.GNFS.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Belgium","BEL","Exports of goods and services (constant 2015 US$)","NE.EXP.GNFS.KD","","","","","","","","","","","56822055483.6779","59381815296.2029","65947343643.7123","75261261104.0108","78050056481.7952","71583304026.9837","80793939147.6307","82522875676.0622","84409020150.0014","90314420210.9375","90178627306.0405","93237033492.3864","95827917602.2619","98344928055.6866","104709745692.123","105058012135.596","107933841028.179","113293965312.901","124207343171.793","134332373726.774","140476623010.319","144768732282.561","150077144900.138","149413329227.067","161855909102.837","169935671433.361","178390183520.887","195320410706.443","203402309482.442","213265799288.394","239704231317.063","240615530250.827","248912795646.227","252933725948.165","268598876050.047","283401591008.874","299557208719.255","315841228417.116","321550542606.377","285194375506.301","314953715601.736","330136362677.745","327928128329.8","328847607105.181","346341382326.31","359051241755.781","381113350890.178","402136620139.291","408349425105.941","420340857656.603","395297519141.511","453215748742.434","467043878624.463","433645477675.182","426274471713.346","",
"Benin","BEN","Exports of goods and services (constant 2015 US$)","NE.EXP.GNFS.KD","88037515.7275728","68934917.0878551","50663003.8078171","55646408.4562143","83054127.5385928","122924038.674891","135382905.187373","149502468.966709","167774971.127178","235051246.499524","266612154.839331","341362719.974462","357312543.653357","332269154.356279","329212971.645226","331375083.616833","319523551.088463","342107790.093152","375198953.455079","509883157.115744","565183754.330923","617134835.210923","457270148.653249","331709645.400149","455111528.239754","581031716.459711","450940224.748395","422877126.697178","345895078.923151","352656992.368916","616946150.58175","723640631.007947","875446744.966132","993600960.006715","1017938919.90953","1000047049.98242","972220628.320517","1064221203.891","1182195665.72243","1345201302.4952","1203033053.31418","1260637055.76408","1386999173.51771","1411935281.59857","1338386379.15449","1472663485.59294","1468317539.10932","1868212358.17293","2056764575.21651","1956709506.10994","2050588298.40677","1851462005.57757","2297584683.78615","2819876654.57188","3523229759.57083","2815204783.04203","3194730426.32522","3418361556.16799","3589279633.97639","3898480205.13965","2925224402.27494","3292357505.92337","3768869945.46579","3930910040.95795","4103098785.43709","",
"Burkina Faso","BFA","Exports of goods and services (constant 2015 US$)","NE.EXP.GNFS.KD","","","","","","113861492.6865","117660684.653774","117660684.653774","151816723.599404","144222565.048096","163206274.142431","165287210.438451","222280436.84616","205184517.627728","220377897.495526","216580817.925562","199484061.308273","208983297.011826","305128719.662107","378447079.780211","341028276.253763","385901540.923164","332054968.26959","260260079.85045","296155861.787431","292949471.290739","307757695.67063","386021838.661251","373670368.782182","306012553.30709","388347995.306413","386743400.161883","336974501.982875","360084096.475371","497635335.862384","497138045.296256","404126301.81076","432739594.066693","587141869.611653","539153163.035012","561637276.500575","553730647.765363","543329435.947663","590999090.650605","682953723.625408","727621553.083681","871545498.749587","933250386.902866","1010290809.7397","1348748833.11257","1931051257.71716","2385055460.1171","2389768813.5731","2854634634.44528","3041967324.70608","3089098213.34422","3169923745.31804","3440797093.29432","3963719348.46255","3969250044.50775","4441419243.36551","5036275185.98253","4681589029.55266","4505345021.94508","4315202815.21899","",
"Bangladesh","BGD","Exports of goods and services (constant 2015 US$)","NE.EXP.GNFS.KD","804254700.193106","711756517.404956","859777272.126484","901309749.494116","935042241.599302","886514748.648928","1013573992.54881","894314663.463979","930088906.326075","972852289.592201","1074825169.50508","777978868.857828","599906549.455363","1114298207.19137","786245775.683295","881967296.040084","1100411759.46773","1380514416.69755","1274645106.3652","1485018816.84624","1499201979.7835","1022950389.65468","977370305.264243","1067639541.76959","1057554190.22445","1141087982.6488","1127973463.19744","1149409287.70094","1272161909.58437","1385399374.97335","1631812432.17608","1581364164.85552","1926822526.68589","2242684925.81334","2325179155.19223","3039569681.79178","3285026925.97263","3755369819.12194","4216061642.93914","4310952088.05871","4931649726.19332","5666657358.84085","5657358518.10689","5561387904.32919","10322676287.2838","14761557885.222","18522258101.4364","20925632793.8814","22407295092.9576","22413682175.8445","22624714205.8624","29262607331.5145","32929872980.3364","33737275377.9959","34817255923.1622","33831931004.0501","34575133828.3026","33937817019.2328","36010032876.3986","40135512710.0993","33110837829.0007","36154205958.2183","46780850864.3021","50538575675.937","41879972086.3029","",
