"INDICATOR_CODE","INDICATOR_NAME","SOURCE_NOTE","SOURCE_ORGANIZATION",
"GC.TAX.GSRV.VA.ZS","Taxes on goods and services (% value added of industry and services)","General taxes on goods and services are taxes levied on the production, leasing, delivery, sale, purchase or other change of ownership of a wide range of goods and the provision of a wide range of services. This indicator is expressed as a percentage of value added in industry and services  which is the contribution to the economy by industries in ISIC (Rev. 3) divisions 05-43 and 50-99.","Government Finance Statistics Yearbook and data files, International Monetary Fund (IMF)",
