"INDICATOR_CODE","INDICATOR_NAME","SOURCE_NOTE","SOURCE_ORGANIZATION",
"GC.REV.SOCL.CN","Social contributions (current LCU)","Social contributions are actual or imputed contributions payable to social insurance schemes to


make provisions for social benefits to be paid. This indicator is expressed in current prices, meaning no adjustment has been made to account for price changes over time. This series is expressed in local currency units.","Government Finance Statistics Yearbook and data files, International Monetary Fund (IMF)",
