"INDICATOR_CODE","INDICATOR_NAME","SOURCE_NOTE","SOURCE_ORGANIZATION",
"GC.TAX.INTT.CN","Taxes on international trade (current LCU)","Taxes on international trade are taxes that become payable when goods cross the national or customs frontiers of the economic territory or when transactions in services exchange between residents and non-residents. This indicator is expressed in current prices, meaning no adjustment has been made to account for price changes over time. This series is expressed in local currency units.","Government Finance Statistics Yearbook and data files, International Monetary Fund (IMF)",
