"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025",
"Belize","BLZ","Taxes on goods and services (current LCU)","GC.TAX.GSRV.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20486000","20097000","20415000","28750000","35708000","41749000","104340000","98047000","97921000","81974000","101849000","107947000","113526000","120033000","140997000","181834000","217027000","235974000","236703000","217097000","251105000","230251000","277274042.1","305028947.3","345571914.4","354458568.1","489346703.3","533029415.7","","","","","","","","",
"Bermuda","BMU","Taxes on goods and services (current LCU)","GC.TAX.GSRV.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bolivia","BOL","Taxes on goods and services (current LCU)","GC.TAX.GSRV.CN","","","","","","","","","","","","","","","","","","","","","","","","","","139800000","361700000","357100000","511400000","616900000","786600000","1161000000","1501700000","1819800000","2310300000","2611100000","3784100000","4237600000","4752100000","4200900000","5145000000","5088700000","5980453929","6434651030","7705600000","9681741788","11833077340","13213265590","","","","","","","","","","","","","","","","","","",
"Brazil","BRA","Taxes on goods and services (current LCU)","GC.TAX.GSRV.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","260905879300","293526720500","317111963500","335282244900","339051814400","354885355600","351556786300","380892377400","419090536900","410691640600","370550362800","485450865100","483832396300","501552610000","633743056700","",
"Barbados","BRB","Taxes on goods and services (current LCU)","GC.TAX.GSRV.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","744568000","878600000","980641000","988380437","1090205310","1100267475","1002793628","1077151137","1284253544","1144666163","1151577522","1063462232","1226930233","1317590062","","","","","","","","","",
"Brunei Darussalam","BRN","Taxes on goods and services (current LCU)","GC.TAX.GSRV.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bhutan","BTN","Taxes on goods and services (current LCU)","GC.TAX.GSRV.CN","","","","","","","","","","","","","","","","","","","","","","","53700000","67300000","97600000","89400000","106100000","","155200000","145800000","152100000","193600000","223500000","279600000","300600000","338600000","381600000","319700000","519130000","466300000","842500000","546100000","915009000","1219493000","750092000","1230259000","1653204000","1423833000","1869554000","2141890000","3271565345","4161423239","6405340491","7051661111","6285523000","6778489765","7608978306","8817876000","12571699450","11848028000","9835763000","","","","","",
"Botswana","BWA","Taxes on goods and services (current LCU)","GC.TAX.GSRV.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","70100000","84000000","139500000","148800000","184100000","241700000","276800000","","","","","","","","","","2416000000","3056870000","4617050000","4165830000","4899330000","5106980000","5535880000","5165780000","5993110000","6379780000","6947860000","8182332000","7831390000","8565670000","8235650000","11566200000","10224330000","10224330000","10792700000","",
"Central African Republic","CAF","Taxes on goods and services (current LCU)","GC.TAX.GSRV.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17241489280","","","","","","","","","","","","","","","46617690700","65594805180","60260364170","","","","",
"Canada","CAN","Taxes on goods and services (current LCU)","GC.TAX.GSRV.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22920000000","26677000000","26908000000","27737000000","27008000000","28373000000","29721000000","32223000000","32750000000","33934000000","35874000000","36886000000","40122000000","42169000000","43701000000","45281000000","44772000000","44268000000","39730000000","40809000000","43103000000","43547000000","43800000000","45041000000","47416000000","49051000000","50428000000","53913000000","55967000000","58114000000","57368000000","67979000000","75243000000","81184000000","86260000000","",
